uid;designation;ingredients
fd184b9c-aa0d-4ade-b3bb-2f5ab697f10a;Pot de crème façon fraisier en boîte 740 g ALSA;"sucre, biscuit 6,5% (farine de BLÉ, sucre, huiles végétales (palme, colza, tournesol), farine de SOJA, sirop de sucre, poudre à lever (carbonates de sodium), sel, cannelle), BEURRE, amidon modifié de maïs, gélifiants (pectine, carraghénanes), fraise 2,2%, LAIT écrémé en poudre, fécule de pomme de terre, arômes.
Peut contenir: OEUF."
67d3ac42-64fe-4cc2-b728-923aba1a8d66;Curry vert en sachet 200 g COMPTOIR COLONIAL;coriandre,estragonpoudre,gingembre,citronnelle,jalapenovert,CELERI,paprika,ail(SULFITES),coriandre feuille, poivre noir
b598f553-0163-4e08-a2e6-187c8df12dfb;Cha-Cha en étui 27 g LU;Sucre, sirop de glucose, farine de BLÉ, graisse de coco totalement hydrogénée, pâte de cacao, LAIT concentré sucré, sirop de sucre inverti, beurre de cacao, LAIT écrémé en poudre, poudre de lactosérum (de LAIT), matière grasse LAITIERE, huiles végétales (illipé,mangue,sal,karité et palme en proportions variables), huile de colza, sirop de sucre candi, cacao maigre en poudre, émulsifiant (lécithine de SOJA), lactose et protéines de LAIT, LAIT entier en poudre, sel, colorant (E150c), poudre à lever (carbonates acide d 'ammonium, carbonate acide de sodium), arômes.PEUT CONTENIR OEUF ET SESAME
1678fd52-dc4b-4818-81de-b9c1581dc272;Spécialité pomme-abricot en boîte 5/1 VALADE EN CORREZE;Pommes 78%, purée d'abricots à base de concentré 17% , sirop de glucose-fructose, antioxydant : acide ascorbique, acidifiant : acide citrique (si le fruit n'en contient pas suffisamment).
e24f704b-58f2-4f70-9af0-5a5909f47140;Lentille corail en sac 1 kg SABAROT;100% lentilles corail
11f65548-2018-4082-ad75-2b2510fc4ee2;Pain géant spécial burger en paquet 510 g HARRYS;Farine de BLÉ 59%, eau, levure, graines de SÉSAME 3,4%, dextrose, huile de colza, sucre, arôme, sel, gluten de BLÉ, farine de fèves, conservateur : propionate de calcium, émulsifiant : mono- et diglycérides d'acides gras, antioxydant : acide ascorbique. Peut contenir des traces d'OEUFS, SOJA, LAIT, FRUITS A COQUE, MOUTARDE.
8bb3bb52-f867-40dc-9898-6e035dad573f;Poivre vert saumuré en seau 1 kg FRANCE CULINAIRE;Poivre vert en grains, eau, sel, acide acétique E 260.
ab576b4c-d27a-4b1e-b79d-5863ef8c032e;Thon Listao en morceaux au naturel en boîte 4/4 VALTONIA;Thon, eau, sel
3d8f44b1-872f-4ebb-a826-7bc9b1f19555;BN duo cacao fourré au lait en paquet 295 g BN;"Céréales [farine de froment (27.5%), céréales complètes (15.1%) (farine complète de froment (15 %), farine complète de seigle , farine complète d'orge )] sucre graisses végétales (palme, palmiste, colza) poudre de cacao maigre (5.1%) amidon de blé lait écrémé en poudre (équivalent lait 16%) amidon de pomme de terre poudres à lever (carbonates de sodium et d'ammonium, diphosphates) lactose et protéines de lait sel arôme émulsifiant : lécithine de tournesol agent de traitement de la farine : E223 (sulfites)
Peut contenir des traces de fruits à coque, de soja, d'oeuf et de sésame"
f8c320b9-6bd5-4c3d-90a4-c427ffa0adab;Snickers en étui 50 g SNICKERS;Sucre, sirop de glucose, cacahuètes, lait écrémé en poudre, beurre de cacao, pâte de cacao, huile de tournesol, lactose, matière grasse du lait, petit-lait en poudre, matière grasse de palme, sel, émulsifiant (lécithine de soja), blanc d'oeuf en poudre, protéine de lait, extrait naturel de vanille. (Peut contenir: noisette).
c0e8bb8b-5d10-4b33-b7eb-45596fc8ca8b;Sauce aux champignons en boite 800 g NEFF MADA;Amidon modifié de pomme de terre - Sirop de glucose de maïs - Fécule de pomme de terre - Arômes - Matières grasses végétales : Huile de tournesol, huile de colza - Sel - Champignon de Paris 6,2 % - Extraits de levures - Sucre - Oignon - Epaississant : Gomme de cellulose - Colorant : Caramel - Ail - Protéines de lait - Epices - Extrait de paprika.
6bdb201d-5879-423b-96b8-3ae88b857818;Tabasco vert en flacon 60 ml TABASCO;vinaigre d'alcool, piment jalapeno, eau, sel, épaississants (E1422,E415) ,antioxydant (acide ascorbique).
29ec500c-cc13-4570-97a2-16c09001a137;CERNEAUX HACHÉ SPÉCIAL PAIN SOUS VIDE 2,5 KG SOVECOPE;
bbb922f5-5713-46d5-8858-c2c5bd8a5b09;Pain d'épices au miel BIO en sachet 40 g VANDELMOLEN;"Sirop de sucre de canne inverti*, farine de seigle*, miel* 3%, poudre à lever (carbonate acide de sodium), épices*.
* = ingrédient biologique"
49b11281-34ea-44b0-a11c-4ae21d4c58e3;EAU SOURCE (PET 50CLX6) JOLIVAL;
d071e98d-edee-447f-ba8b-5226caea9b56;Estragon feuille en boîte 70 g DUCROS;Estragon
ef4dc23e-e5a1-436c-8c75-afe002a2e971;Farine de blé noir en sac 1 kg MOULINS SOUFFLET;
a67e1ede-379d-499a-af95-50b94fbd93c4;Carottes en rondelles en poche 2,4 kg BONDUELLE;Carottes rondelles, eau, sel, sucre
d4650e67-9bc8-477d-952e-c7d0a1507521;Farine de lentille verte du Puy en Velay AOP en sac 5 kg SABAROT;Farine à base de lentilles vertes du Puy AOP
be17352c-dfc6-4860-9ab3-19c38abd7c4b;Ravioli pur bœuf en boîte 1/2 MAINGOURD;"Eau, ravioli [pâte (semoule de blé dur, eau, gluten de blé), farce (viande bovine* 4 %, chapelure (farine de blé ; sel), eau, semoule de blé dur, plantes aromatiques, arômes (dont dérivés de blé), huile de colza, oignons, carottes, sel, poivre)], concentré de tomate 7 %, viande bovine* 3.5 %, oignons, huile de colza, sucre, carottes, sel, arôme, amidon modifié de maïs, exhausteur de goût : E621. * Origine : France.
Traces possibles d'oeufs."
15cbd642-b240-4827-b9ef-a01f342e1688;Ice Tea Framboise en canette 33 cl LIPTON ICE TEA;"eau
sucre
acidifiant (acide citrique)
extrait de thé (1,2 g/l)
jus de framboise à base de concentré (0,1%)
arômes
correcteur d'acidité (citrate trisodique)
antioxydant (acide ascorbique)
édulcorant (glycosides de stéviol)"
dafc1d04-eec7-462d-a19d-bb8bbe3e0c56;Maïs grillé salé en sachet 500 g KREEKS;"maïs 87%, huile de palme, sel 2%.
Peut contenir des traces d'arachides, de fruits à coques, de sulfites, de gluten, de soja et de lait."
20d8ea57-6690-46dd-867d-38b3cd58b833;Salsifi en boîte 4/4 AVRIL;Salsifis, eau, sel, acidifiant : acide citrique (ou E330), antioxydant : acide ascorbique (ou E300).
1c71e633-2335-485c-93d1-dbb7c504286b;Kit Kat en étui 41,5 g KIT KAT;Chocolat au LAIT (sucre, LAIT écrémé en poudre, beurre de cacao, pâte de cacao, BEURRE pâtissier, huiles végétales (palme, karité), émulsifiant (lécithines)), farine de BLE, sucre, huiles végétales (palme, karité), cacao maigre, LAIT écréme en poudre, beurre de cacao, pâte de cacao, BEURRE pâtissier, poudre à lever (carbonates de sodium), émulsifiant (lécithines).
1de02b1c-f17e-4d46-b90f-3a6c37ecf6aa;AMANDES DECORTIQUEES GRILLEES SANS SEL;AMANDES décortiquées
bbddc4ed-6d16-475c-ace1-851c8b32d28b;DEMI POIRES WILLIAMS AU SIROP LÉGER;
efda652d-d071-4abe-9583-85a9bad44d90;Sauce desssert caramel au lait en flacon 1 kg NESTLÉ DOCELLO;Sirop de sucre caramélisé 43% (sucre, sirop de glucose-fructose, eau), lait concentré sucré 34% (lait entier 19%, sucre), sirop de glucose, sucre, stabilisant (invertase), amidon modifié, conservateur (sorbate de potassium), sel.
61231f79-4d93-4aec-9782-f09b3e071e81;Cup a soup tomate-basilic en boîte 450 g KNORR;"- légumes : 22% (tomate² : 20%, betterave, oigon), sel, amidon modifié, sucre, graisse de palme, exhausteurs de goût : glutamate, inosinate et guanylate de sodium, épaississant : gomme guar, maltodextrine, épice et aromates (ail, basilic : 0,3%, origan, persil, poivre), acidifiant : acide citrique, arômes, fécule de pomme de terre.
- Peut contenir : blé, céleri, lait, moutarde, oeuf.
- ²Tomate issue de l'agriculture durable.."
87accd3d-3a2f-4fe0-b603-80ab61476bfa;PIZZA SAUCE 5/1 TUTTI PIZZA;Purée de tomate (98%), sel, sucre, oignon, plantes aromatiques et épices.
8a1d8a55-5584-46db-b4d3-e5841b5d01b8;Fumet de poisson en boîte 750 g KNORR;"maltodextrine, sel, CABILLAUD : 11%, graisse de palme, amidon de pomme de terre, épaississant : gomme guar, extrait de levure, oignon : 2%, jus de citron, échalote, arômes (dont POISSON), LACTOSE, jus de champignon concentré, extrait de vin blanc, protéines de LAIT, curcuma.
Peut contenir : gluten, oeuf, céleri, crustacés, mollusques."
c0b6c62f-7e88-4de1-b3ec-45f166b6de42;POIRE WILLIAMS ENTIÈRE 1 KG ;"Poire 100%; Acidifiant: acide citrique ; Antioxydant : Vitamine C"
16be8206-c146-4660-bdbc-dbb6ea1eaf4a;MARINADE CULINAIRE PROVENCALE  SQUEEZE 960ML;"Huile végétale (huile de colza, huile de colza totalement hydrogénée) ; légumes (concentré de tomate (22%), tomate deshydratée (1%)) ; épices et plantes aromatiques (ail, oignon, basilic (3%), paprika, thym (1%), poivre noir) ; sel ; sucre ; vinaigre d'alcool ; arôme naturel."
7689af36-20c2-40de-b774-797e8d1f1479;ARIZONA CANETTE PACK 6X330ML THÉ VERT GRENADE CARTON DE 4;eau, sucre, jus de pomme à base de concentré (3,4%), jus de grenade à base de concentré (1,6%), miel, arôme naturel, jus de carotte à base de concentré, extrait de thé vert (0,05%), antioxydant: acide ascorbique, acidifiant: acide citrique.
bd1dbd34-b357-49ff-a2ab-2efdf25e0ef3;Haricots blancs tomate en boîte 3/1 HEINZ;Haricots blancs (47%), tomate (36%), eau, sucre, vinaigre d'alcool, amidon modifié de maïs, sel, extraits d'épices, extrait d'herbes.
c01018a2-b814-49d6-9b49-108bbc76cd43;PALETS DE CHOCOLAT NOIR 66% SAO TOMÉ  BIOLOGIQUE ET EQUITABLE 5KG;"pâte de cacao Sao Tomé*(1) 54,8%, sucre de canne*(1) 32,7%, beurre de cacao*(1) 12%, émulsifiant : lécithines de tournesol* <1%, extrait de vanille*(1) <1%
- * ingrédient agricole issu de l'agriculture biologique
- (1) ingrédient issu du commerce équitable"
d19eedc3-120e-4b17-b3ff-9810e10cad8a;Fond brun lié demi glace hyposodé en boîte 1 kg NEFF MADA;Amidon de pomme de terre - Amidon de maïs - Extraits de levures - Arômes - Oignon - Huile de colza - Tomate - Sucre - Plantes aromatiques - Colorant : Caramel - Viande de boeuf - Epices.
5611497c-2760-4ca3-bb91-ab4a8b79690b;Langue acide pik en boîte 1,06 kg HARIBO;"sirop de glucose; sucre; amidons transformés; acidifiants: acide citrique, acide malique; correcteurs d'acidité: citrate tricalcique, malate acide de sodium; agent d'enrobage: cire de carnauba; arôme; concentrés de fruits et de plantes: carthame, citron; colorants: carmins, bleu patenté V, lutéine; sirop de sucre inverti."
c8ab96ff-2d9c-4d79-8d5c-9d444584065f;Fonds brun lié en boîte 600 g CHEF;"Fécule de pomme de terre, sel, arômes (lait, blé, céleri), farine de blé, sucre, graisse de boeuf, épaississant (gomme guar), colorant (caramel ordinaire), légumes (oignon, tomate), extrait de levure, extrait de viande de boeuf (1,4%), acidifiant (acide citrique), poivre blanc, extraits d'ail et de thym.
Peut contenir : oeuf."
66e055ce-4313-4183-8bf6-27302be8feb0;ARACHIDE;100% Huile d'ARACHIDE raffinée
38e6d548-e50d-4b47-be6b-830aaa3d0add;Purple cola en sac 2 kg HARIBO;"sirop de glucose; sucre; gélatine; dextrose; acidifiants: acide citrique, acide malique; correcteurs d'acidité: citrate tricalcique, malate acide de sodium; agent d'enrobage: cire de carnauba; arôme; concentrés de fruits et de plantes : patate douce, radis, carthame, citron, spiruline; colorants: bleu patenté V, carotènes végétaux, anthocyanes; sirop de sucre inverti."
f1cab220-160a-439c-b982-0d2291db74bf;Confiture extra de framboise en pot verre 30g BONNE MAMAN;Framboises, sucre, sucre roux de canne, jus de citrons concentré, gélifiant : pectine de fruits.
2dc92906-594f-40d9-b3fd-4f7645fb2ac5;BISQUE ECREVISSES ;Eau, purée de tomates, farine de blé, crème, écrevisses 5%, beurre, Armagnac, vin blanc, huile d'olive, sel, carottes, oignons, poireaux, ail, échalotes, poivre blanc.
746372d3-f867-4f92-bc4b-de020f0640a7;Moulin à poivre de 35 g DUCROS;Poivre (noir)
a0665ea7-2f87-465f-95d7-3dd9124a9976;Olives vertes dénoyautées 34/40 en boîte 5/1 VALTONIA;
36ed9469-76b2-4618-8d12-0d55d93b305f;VANILLE DE TAHITI 25 GOUSSES;100% vanille naturelle Vanilla tahitensis
9caca457-1ba2-4449-b22f-beeaf70f834a;Lentilles en boîte 5/1 ARAMAYO;"Lentilles, eau, sel, acide citrique,EDTA(antioxidant E-385, acide ascorbique(E-300)
Lentilles RO-4250: origine Espagne. Lentilles: 62,47%, eau: 36,80%, sel (origine Espagne): 0,54%, acide citrique E-330: 0,14% EDTA E-385: 0,04%, acide ascorbiuqe E-300: 0,01%"
bb77c7b0-9c63-4869-9ab1-823ba1158f53;Infusion tilleul en boîte 25 sachets fraîcheur LIPTON;Tilleul (100%).
0f58b9b3-9211-48ca-ab64-6301ba9fba85;Orangina jaune en bouteille verre 25 cl ORANGINA;eau gazéifiée, jus d'orange et autres agrumes à base de concentrés 12% (orange 10%, citron, mandarine, pamplemousse), sucre, pulpe 2% (orange, mandarine), extrait de zeste d'orange, arômes naturels d'orange.
a3c6a30c-4381-442f-8740-89618c1b8e90;Velouté de bolet à cuire en sac 4 kg NEFF MADA;Farine de blé - Amidon de maïs - Amidon de pomme de terre - Sel - Matières grasses végétales : Huile de tournesol, huile de colza - Sucre - Arômes - Oignon - Extrait de levure - Champignons (dont Bolet 1,2 %) - Plantes aromatiques - Maltodextrine de maïs ou blé - Protéines de lait - Colorant : E150c.
8e67ecb9-77a3-43ad-a8ce-fd2301442e0a;Barre Spécial K fruits rouges en étui 21,5 g KELLOGG'S;"céréales Kellogg's Spécial K (52%) [riz, BLE complet, sucre, ORGE, farine d'ORGE maltée, arôme de malt d'ORGE, sel, vitamines (C, B3/PP, B6, B2, B1, B9, B12), fer], sirop de glucose, morceaux de fruits aux airelles (8%) (airelles, sirop d'ananas, concentré de jus d'ananas), fructose, dextrose, sucre, huile de palme, humectants (sorbitol, glycérol), arôme, acide citrique, émulsifiant (lécithine de SOJA), antioxydant (E320).
Traces éventuelles de lait."
484ac00a-a670-46a9-a9c4-5114174d9e3b;Purée au céleri sans sel ajouté en sachet 1 kg NEFF MADA;Pommes de terre 59,5 % - Céleris 40 % - Amidon de maïs - Sirop de glucose de maïs - Huile de colza - Emulsifiants : E322, E471 - Stabilisant : E450i - Curcuma - Conservateur : E223 - Antioxydant : E304 - Acidifiant : E330.
5a7f235d-eba4-43b2-ab52-2c2b93f68a67;Riz long Basmati premium en sac 2,5 VIVIEN PAILLE;
6dd82dd2-91fc-44f6-b50c-1d5df25475d4;COUSCOUS BLANC QUALITÉ SUPÉRIEURE 5KG  ITALIE  BIO;"Semoule de blé dur*
*issu de l'agriculture biologique"
41cf8eb7-a6b0-4917-b77d-7cc2bd323904;Quatre-quart en étui 60 g BONNE MAMAN;BEURRE 26%, farine de BLE tendre,OEUFS frais 26%, sucre, amidon, arôme naturel de vanille (contient alcool), poudres à lever : diphosphates et carbonates de sodium (BLE), sel, émulsifiant : lécithines (SOJA).
ff861830-bb22-4076-b886-5c833bd03061;Purée pomme banane BIO en bib 3 kg COTEAUX NANTAIS;"pommes* (70%), banane* (30%)
*Ingrédient issu de l'agriculture biologique"
63968dc3-6e7c-4056-bd53-820c6cc925be;Carottes râpées en poche de 2,21 kg BONDUELLE;Carottes, eau, sucre, sel, vinaigre d'alcool, acidifiant : acide lactique. Présence fortuite de CELERI
3ed773ad-4ff6-405f-9bde-c41943e1ffcc;Ketchup en stick 10 g HELLMANS;"eau, purée de tomates double concentrée* (24,6%), sucre, vinaigre d'alcool, amidon modifié de maïs, sel, correcteur d'acidité (acide citrique), conservateurs (benzoate de sodium et sorbate de potassium), épices, extrait de levure, arômes naturels.
*tomates issues de l'agriculture durable."
064d3b22-c1cc-41bd-bd03-56e8829bd4cd;Préparation de cerise noire en coupelle plastique 30 g LUCIEN GEORGELIN;Cerises noires 65%, sucre, gélifiant : pectine. Traces de beurre.
272246a4-d79d-47fc-a475-7b873b6bb47f;Edulcorant en poudre 100 % sucralose en boîte 500 g CANDEREL;Maltodextrine, édulcorant : sucralose (1,23%).
7f806c88-e985-4b3a-b1af-f349374c5a71;Velouté de tomates en boîte 925 g KNORR;"Amidon (maïs, pomme de terre), légumes (tomate**: 34%, oignon), sel, sucre, maltodextrine, extrait de levure, huile d'olive vierge extra, jus de betterave concentré, aromates (ail, basilic), arômes.
** Tomates issues de l'agriculture durable"
8ffd3a9e-ee55-4c1f-90f1-acb65d4815cf;Préparation en poudre pour Cappuccino aromatisé à la Vanille en paquet 1 kg CAPRIMO;Sucre, lait écrémé en poudre, sirop de glucose, graisse végétale entièrement hydrogénée (coco), café instantané (4 %), poudre de cacao fortement dégraissé (3 %), stabilisateur (E340, E452), protéine de lait, sel, lactose (lait), anti-agglomérant (E341), arôme, émulsifiant (E471).
08e5283e-c269-4b8c-876b-529a5e7fb952;Sirop de fraise en bouteille verre 1 L GUSTO DEBRIO;
166d4cf3-22f6-4421-85d0-44b1665de41a;Huile de tournesol raffinée en bidon 10 L HUILERIE GID;100% Huile de tournesol raffinée
4cb8fa90-d588-4901-bfff-124612f2a59f;DUO POMME BANANE;"Purée de pomme* (83%), purée de banane* (16%), antioxydant: acide ascorbique.
*Produits issus de l'agriculture biologique"
3181c6d1-6d93-4b11-955b-9753b3ba5cd3;Compote pomme-prune en coupelle 100 g LE BERGER DES FRUITS;Pommes 74%, pruneaux 15%, sucre, antioxydant: acide ascorbique.
661592aa-4699-43eb-b62d-2afdfa6ac5da;Colorant liquide vert menthe en bouteille 500 ml SEBALCE;eau, colorants (E 102, E 131), correcteur d'acidité (E 330), conservateur (E 211)
5eb2dab2-4dec-4eed-a109-993ad59f756b;Palet Breton BIO 16 g ROC HELOU;"- Farine de blé T65*
- Sucre de canne blond non raffiné*
- Beurre doux de baratte* (26,6 %)
- OEufs frais entiers*
- Jaunes d'oeufs sucrés*
- Sel marin gris de Guérande
- Poudres à lever (phosphates de calcium, carbonates de sodium, carbonates d'ammonium)
* Ingrédients issus de l'Agriculture Biologique."
3b7deab3-349b-4bd0-b4d8-c4ba53e61b58;Crème dessert créole en boîte 3/1 YABON;Lait écrémé 59.5%, lait en poudre reconstitué 20.5%, sucre, crème, semoule de blé, poudre de lait, extrait aromatique rhum orange (rhum, infusion d'écorces d'oranges douces, alcool), épaississant : alginate de sodium, rhum, correcteur d'acidité : citrate de sodium.
2cd5567a-bee6-46f2-a4bd-19d2b42ec001;Yogosoft en sac 10 kg COMPLET;Sucre, farine de FROMENT, poudre d'OEUFS entiers, amidon de FROMENT, poudre de LAIT fermenté, poudre à lever : (E500, E341, E450), amidon modifié, émulsifiants : (E472e, E472a, E472b), sel, poudre de LAIT écrémé, arôme.
adcb9e7a-2668-4263-9e92-c1f472bc79da;Jus de pomme pétillant en bouteille 75 cl KIDIBUL;Jus de pomme à base de concentré 99.5%, gaz carbonique, antioxydant: acide ascorbique.
de22b1fa-039d-479e-b36e-608946b75bb8;Noisette décortiquée entière 13/15 en sachet 1 kg MAITRE PRUNILLE;NOISETTES entières décortiquées.
5d24bc08-ff76-4ebb-800a-55aa3a6dc76d;Boissons énergisante en canette 47,3 cl RED BULL;eau gazéifiée, saccharose, glucose, correcteurs d'acidité (citrates de sodium, carbonate de magnésium), acidifiant (acide citrique), taurine (0,4%), caféine (0,021%), inositol, vitamines (niacine, acide pantothénique, B6,B12), arômes, colorants (caramel, riboflavine)
f5def497-dece-4cae-8152-cf6e551e4761;Volvic citron en bouteille 50 cl VOLVIC ZEST;
cfc389ac-0518-41b0-9ba1-6adff4be4b81;Purée pomme framboise BIO en bib 3 kg COTEAUX NANTAIS;"pommes* (80%), framboises* (20%)
*Ingrédient issu de l'agriculture biologique"
1ddf868c-e824-4671-bec6-bb1537feff90;Salsifi en boîte 5/1 MAINGOURD;Salsifis, eau, sel, acidifiant : acide citrique (E330), antioxydant : acide ascorbique (E300).
1268d9ef-d848-41ad-973c-7f9e694a4625;MÉLANGE DE GRAINES INSPIRATION QUÉBEC EN SACHET 500G TERRE EXOTIQUE;Graine de courge, canneberge, graine de tournesol, graine de moutarde
1f76495d-27dd-45ad-a150-299909c7f3a2;POMME FRAISE SSA BIO;"Purée de pommes** 74,2%, purée de fraises** 25%, jus concentré de carotte pourpre**, antioxydant : acide ascorbique. 
**Ingrédients issus de l'agriculture biologique.
Recette élaborée à partir de pommes produites et récoltées dans un Etat membre de l'Union Européenne"
5376cac1-3b40-4fba-94ad-861326225e32;Penne rigate au blé complet BIO en sac 5 kg ALPINA SAVOIE;"semoule de blé dur de grains entiers issu de l'agriculture biologique
Peut contenir des traces d'oeufs ,soja"
20ceedb2-69db-48ee-96bf-b6aa38581306;Gélatine en poudre en boîte 1 kg SEBALCE;gélatine alimentaire bovine, catégorie B (contient SULFITES)
c8f3d037-2247-4e4c-a7c8-b313aa068c5f;Boisson énergisante en canette 35,5 cl RED BULL;eau gazéifiée, saccharose, glucose, correcteur d'acidité: citrates de sodium, taurine (0,4%), glucuronolactone (0,24%), cafeine (0,03%), inositol, vitamines (niacine, acide pantothénique, B6,B2,B12), arômes, colorant: caramel
5e5878f1-841e-4c42-920c-a20ef22a1a05;GRUE DE CACAO 1 KG;fèves de cacao du Ghana. Présence possible de fruits à coque et protéines de soja.
8f9f7f4e-da12-4cc2-9d02-b9eb06d659f4;Barre croquante sésame-chocolat en étui 33 g GERBLE;"Graines de sésame 37%, chocolat de couverture 25% (sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithines de soja, E476, arôme), sirop de glucose, sucre.
Fabriqué dans un atelier qui utilise de l'arachide, des fruits à coque et du lait."
4b28bb17-1f1d-4cbb-ac3b-80227ef248ab;Poivre de la Likouala en sachet 500 g TERRE EXOTIQUE;Poivre de la Likouala
47a62cea-cb47-440a-b164-596ffc9b0d13;VELOUTÉ DE CAROTTES ET LÉGUMES, POTAGE PRÊT À CONSOMMER.;Eau, légumes 43% (carottes 32,3%, pommes de terre, oignons), babeurre, crème fraîche 1%, amidon modifié de maïs, sel.
6631c81b-bc5a-4a22-b805-59aaa03cff26;Préparation en poudre pour boisson arôme cacao Purcao en sachet 1 kg SAGY;"100% tourteau de cacao maigre
Peut contenir des traces d'arachide et de lait"
4f3293fb-0376-451e-b3e7-484c8b5fe9c6;Poivre à huître en sachet 500 g TERRE EXOTIQUE;"Poivre Voatsiperifery, poivre noir, poivre Cubèbe, baie Timur,
poivre rouge, baie de la Jamaïque"
3624dd37-f88e-47c0-9e9c-bb5163bfbaca;Huile végétale Tradition en bidon 7,5 L BORGES;Huile de tournesol, huile de tournesol hautement oléique, huile de pépins de raisins, antimoussant E-900
ad4b3b3f-e3a5-470d-b844-b1707f240f80;Sauce tartare squeez de 500 ml ILOU;Huile de colza, eau, sucre, jaune d'oeuf, vinaigre, sel, moutarde de Dijon (eau, graines de moutarde, vinaigre, sel, antioxydant : disulfite de potassium, acidifiant : acide citrique), cornichons (cornichons, eau, vinaigre, sel), câpres (câpres, eau, vinaigre, sel), amidon modifié, cerfeuil, oignons, épaississants : gomme de guar et gomme de xanthane, acidifiant : acide lactique, conservateurs : E202-E211
8b87be4b-f966-424a-bbba-76c77fd48464;COUSCOUS COMPLET BIO 5 KG;"Etui 400 g
100 % semoule de blé dur complète* (gluten)
* Ingrédient issu de l'Agriculture Biologique.
Traces possibles d'oeuf.
Sac 5 kg
100 % semoule de blé dur complète* (gluten)
* Ingrédient issu de l'Agriculture Biologique
Traces possibles de soja
Sac 25 kg / BB 1 T
100 % semoule de blé dur complète* (gluten)
* Ingrédient issu de l'Agriculture Biologique."
cbbd03b7-9cf4-47b3-bae9-28a9af1263ba;Crème de potiron en boîte 1,155 kg KNORR;Potiron 49%, graisse de palme, amidon de pomme de terre, pomme de terre 7,7%, sel, arômes (dont BLÉ, ORGE), huile de maïs, sucre, LACTOSE, oignon grillé 1,9%, extrait de levure, maltodextrine, protéines de LAIT, épices (poivre, noix de muscade). Peut contenir : oeuf, céleri et moutarde.
194419d0-d9f2-4799-81ac-d9e3aa77fd27;Pomme de terre entière en boîte 4/4 VALFRAY;Pommes de terre, eau, sel.
c0ed0a87-cf9d-46b7-adc1-6c49e975c496;Sauce vinaigrette au vin rouge en bouteille 750 ml SAUCES ET CREATIONS;huile de colza, eau, vinaigre de vin rouge 20.9 % (vinaigre de vin, conservateur : sulfite acide de sodium), sel, poivre, épaississant : gomme xanthane.
fdf0ee7b-a51f-431d-9719-614fbfe3baf1;Cigarette russe en étui 7 g DELACRE;"farine de blé - sucre - graisse végétale (palme, palmiste) - blanc d'oeuf en poudre - sel - émulsifiant: lécithine de soja - arôme .
Peut contenir des traces d'amandes, de noix de pécan, d'autres fruits à coque, d'avoine, d'orge, d'autre glutens et de lait ."
f18d31c9-04bd-4419-a1a2-b4c8abd7a82d;Couscous d'épeautre BIO en sachet 850g SABAROT;Farine d'épeautre et eau.
6905af9d-7100-4a96-8a37-007e2a1dfd9f;Vinaigre à l'échalote en bouteille 50 cl BEAUFOR;"Vinaigre de vin rouge au jus d'échalote 7% d'acidité
Vinaigre de vin rouge (sulfites), jus d'échalote (0.5%), arôme*, conservateur: sulfite acide de sodium
Vinaigre de vin rouge aromatisé à l'échalote 7% d'acidité
Vinaigre de vin rouge (sulfites), arômes échalote (1%), conservateur: sulfite acide de sodium"
2892dd68-e3a6-474c-b543-3ebfd3490658;NESCAFÉ SPÉCIAL FILTRE DOSE INDIVIDUELLE DE 2 G;Café instantané, café torrefié moulu (3%).
df1caa23-9714-4659-803b-33501d64eead;Chocolat noir 50% de cacao en palets en boîte 5 kg CEMOI;"sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, émulsifiant: lécithine de tournesol ( E322), arôme vanille
cacao : 50% minimum"
49fc9ed2-91be-4663-984f-8187835df81c;Salade Sariz en boîte 5/1 BONDUELLE;Mélange de légumes 46% (carottes, maïs doux en grains, pois doux, CELERI RAVE, poivrons rouges), eau, riz 6%, sucre, sel, vinaigre d'alcool, acidifiant : acide lactique, arôme naturel.
3eac86f3-abe6-4da3-b292-32133b463538;Jus de pamplemousse rose en bouteille de 20 cl SOLAL;Jus de pamplemousse rose à base de concentré, vitamine C.
b70ed045-57ec-497d-bf18-af14fbbbe955;Blé dur pécuit en sac 5 kg VIVIEN PAILLE;
f194c11e-6fec-4f60-919e-758acb0e4dc9;CRAQUANTS NORVÉGIENS GRAINES DE COURGE 220 G.;FLOCON D'EPEAUTRE 23 %, graines de tournesol, graines de lin, SON D'AVOINE, graines de courge 11%, SON DE BLE, SON D'EPEAUTRE 7%, FARINE D'EPEAUTRE COMPLET 2 %, eau, sel. Peut contenir des traces de SESAME et SOJA.
9a4c3a22-1b37-40fe-8125-bd894beb666c;CURRY MOULU BIO;"Curcuma*, Coriandre*, Amidon de pomme de terre*, Graines de moutarde*, Fenugrec*, Oignon déshydraté*, Cardamome*, Sel de mer, Anis*, Gingembre*, Fenouil*, Clou de girofle*, Ail déshydraté*, Piment de la Jamaïque*, Cannelle*, Sarriette*, Origan*, Thym*, Romarin*, Basilic*.
* Ingrédients issus de l'agliculture biologique."
